,cinema_pretrained_ft-frozen_cls,cinema_pretrained_ft-frozen_gap,cinema_pretrained_logreg_cls,cinema_pretrained_logreg_gap,dinov3_vitb16_ft-frozen_cls,dinov3_vitb16_ft-frozen_gap,dinov3_vitb16_logreg_cls,dinov3_vitb16_logreg_gap,dinov3_vitl16_ft-frozen_cls,dinov3_vitl16_ft-frozen_gap,dinov3_vitl16_logreg_cls,dinov3_vitl16_logreg_gap,dinov3_vits16_ft-frozen_cls,dinov3_vits16_ft-frozen_gap,dinov3_vits16_logreg_cls,dinov3_vits16_logreg_gap,sam_vit_base_ft-frozen_gap,sam_vit_base_logreg_gap,sam_vit_huge_ft-frozen_gap,sam_vit_huge_logreg_gap,sam_vit_large_ft-frozen_gap,sam_vit_large_logreg_gap
cinema_pretrained_ft-frozen_cls,1.0,0.5234670639038086,0.109375,0.28627872467041016,0.06142834573984146,0.0931396484375,0.009355306625366211,0.06391465663909912,0.1849333420395851,0.012540951371192932,0.009355306625366211,0.008130058646202087,0.005924612283706665,0.005924612283706665,0.009355306625366211,0.005222879350185395,0.012540951371192932,0.052478790283203125,0.24778856337070465,0.16863754391670227,0.03569813817739487,0.024306510109454393
cinema_pretrained_ft-frozen_gap,0.5234670639038086,1.0,0.8318119049072266,0.6875,0.296206368599087,0.44206833839416504,0.09873714670538905,0.34492845088243484,0.5715881884098053,0.08715855330228806,0.08715855330228806,0.07075554598122835,0.043285250663757324,0.043285250663757324,0.06391465663909912,0.028959274291992188,0.07551869750022888,0.30745625495910645,0.6776394844055176,0.5412561893463135,0.1849333420395851,0.09873714670538905
cinema_pretrained_logreg_cls,0.109375,0.8318119049072266,1.0,1.0,0.4995598332025112,0.7011080384254456,0.21532714972272515,0.5846647117286922,0.860050065908581,0.1849333420395851,0.20048842206597334,0.14961278438568115,0.14961278438568115,0.14961278438568115,0.1849333420395851,0.12144948495551944,0.20048842206597334,0.557197093963623,1.0,0.8505540192127228,0.37708558747544885,0.22948101302608848
cinema_pretrained_logreg_gap,0.28627872467041016,0.6875,1.0,1.0,0.48685024166479707,0.711071103811264,0.21532714972272515,0.5846647117286922,0.8450189828872681,0.1849333420395851,0.1849333420395851,0.14961278438568115,0.12207812070846558,0.12207812070846558,0.16863754391670227,0.08715855330228806,0.1849333420395851,0.5412561893463135,1.0,0.8388197422027588,0.32693958282470703,0.1849333420395851
dinov3_vitb16_ft-frozen_cls,0.06142834573984146,0.296206368599087,0.4995598332025112,0.48685024166479707,1.0,0.75390625,0.375,1.0,0.5810546875,0.6072387695312499,0.548828125,0.3876953125,0.34375,0.454498291015625,0.5810546875,0.332305908203125,0.629058837890625,1.0,0.5034446716308594,0.629058837890625,1.0,0.6636238098144531
dinov3_vitb16_ft-frozen_gap,0.0931396484375,0.44206833839416504,0.7011080384254456,0.711071103811264,0.75390625,1.0,0.1796875,1.0,1.0,0.266845703125,0.1796875,0.14599609375,0.0703125,0.14599609375,0.1796875,0.11846923828124999,0.2265625,1.0,0.79052734375,1.0,0.5810546875,0.359283447265625
dinov3_vitb16_logreg_cls,0.009355306625366211,0.09873714670538905,0.21532714972272515,0.21532714972272515,0.375,0.1796875,1.0,0.34375,0.210113525390625,1.0,1.0,1.0,1.0,1.0,1.0,0.79052734375,1.0,0.4239501953125,0.18924713134765625,0.237884521484375,0.8145294189453125,1.0
dinov3_vitb16_logreg_gap,0.06391465663909912,0.34492845088243484,0.5846647117286922,0.5846647117286922,1.0,1.0,0.34375,1.0,0.7744140625,0.3876953125,0.2890625,0.2265625,0.1796875,0.266845703125,0.34375,0.210113525390625,0.3876953125,1.0,0.6072387695312499,0.803619384765625,0.803619384765625,0.5234670639038086
dinov3_vitl16_ft-frozen_cls,0.1849333420395851,0.5715881884098053,0.860050065908581,0.8450189828872681,0.5810546875,1.0,0.210113525390625,0.7744140625,1.0,0.03125,0.03125,0.015625,0.09228515625,0.09228515625,0.14599609375,0.057373046875,0.14599609375,0.7744140625,1.0,1.0,0.3876953125,0.237884521484375
dinov3_vitl16_ft-frozen_gap,0.012540951371192932,0.08715855330228806,0.1849333420395851,0.1849333420395851,0.6072387695312499,0.266845703125,1.0,0.3876953125,0.03125,1.0,1.0,1.0,1.0,1.0,1.0,0.803619384765625,1.0,0.4239501953125,0.11846923828124999,0.1795654296875,0.803619384765625,1.0
dinov3_vitl16_logreg_cls,0.009355306625366211,0.08715855330228806,0.20048842206597334,0.1849333420395851,0.548828125,0.1796875,1.0,0.2890625,0.03125,1.0,1.0,1.0,1.0,1.0,1.0,0.79052734375,1.0,0.3876953125,0.0654296875,0.14599609375,0.7744140625,1.0
dinov3_vitl16_logreg_gap,0.008130058646202087,0.07075554598122835,0.14961278438568115,0.14961278438568115,0.3876953125,0.14599609375,1.0,0.2265625,0.015625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.266845703125,0.076812744140625,0.11846923828124999,0.629058837890625,1.0
dinov3_vits16_ft-frozen_cls,0.005924612283706665,0.043285250663757324,0.14961278438568115,0.12207812070846558,0.34375,0.0703125,1.0,0.1796875,0.09228515625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2265625,0.057373046875,0.11846923828124999,0.548828125,1.0
dinov3_vits16_ft-frozen_gap,0.005924612283706665,0.043285250663757324,0.14961278438568115,0.12207812070846558,0.454498291015625,0.14599609375,1.0,0.266845703125,0.09228515625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2265625,0.057373046875,0.11846923828124999,0.548828125,1.0
dinov3_vits16_logreg_cls,0.009355306625366211,0.06391465663909912,0.1849333420395851,0.16863754391670227,0.5810546875,0.1796875,1.0,0.34375,0.14599609375,1.0,1.0,1.0,1.0,1.0,1.0,0.7265625,1.0,0.2890625,0.11846923828124999,0.210113525390625,0.79052734375,1.0
