,cinema_pretrained_ft-frozen_cls,cinema_pretrained_ft-frozen_gap,cinema_pretrained_ft-full_cls,cinema_pretrained_ft-full_gap,cinema_pretrained_logreg_cls,cinema_pretrained_logreg_gap,dinov3_vit7b16_ft-frozen_cls,dinov3_vit7b16_ft-frozen_gap,dinov3_vit7b16_logreg_cls,dinov3_vit7b16_logreg_gap,dinov3_vitb16_ft-frozen_cls,dinov3_vitb16_ft-frozen_gap,dinov3_vitb16_ft-full_cls,dinov3_vitb16_ft-full_gap,dinov3_vitb16_logreg_cls,dinov3_vitb16_logreg_gap,dinov3_vitl16_ft-frozen_cls,dinov3_vitl16_ft-frozen_gap,dinov3_vitl16_logreg_cls,dinov3_vitl16_logreg_gap,dinov3_vits16_ft-frozen_cls,dinov3_vits16_ft-frozen_gap,dinov3_vits16_ft-full_cls,dinov3_vits16_ft-full_gap,dinov3_vits16_logreg_cls,dinov3_vits16_logreg_gap,sam_vit_base_ft-frozen_gap,sam_vit_base_ft-full_gap,sam_vit_base_logreg_gap,sam_vit_huge_ft-frozen_gap,sam_vit_huge_logreg_gap,sam_vit_large_ft-frozen_gap,sam_vit_large_logreg_gap
cinema_pretrained_ft-frozen_cls,1.0,1.0,1.0,0.00012111663818359375,1.0,1.0,0.6636238098144531,0.4048728942871094,0.18924713134765625,1.0,0.6072387695312499,1.0,0.004343509674072266,0.07551869750022888,0.6072387695312499,1.0,0.0783538818359375,0.6900379657745361,0.30745625495910645,0.30745625495910645,0.237884521484375,0.076812744140625,0.237884521484375,0.0008779102936387062,0.143463134765625,0.057373046875,0.6636238098144531,0.0783538818359375,0.5234670639038086,0.5234670639038086,0.4048728942871094,0.4048728942871094,0.15158963203430176
cinema_pretrained_ft-frozen_gap,1.0,1.0,1.0,2.09808349609375e-05,1.0,1.0,0.5234670639038086,0.30745625495910645,0.15158963203430176,0.8238029479980469,0.5034446716308594,1.0,0.004077315330505371,0.052238985896110535,0.5034446716308594,0.8145294189453125,0.04138946533203125,0.5234670639038086,0.21003961563110352,0.2295229434967041,0.18924713134765625,0.063568115234375,0.143463134765625,0.0003249142318964005,0.13380050659179688,0.049041748046875,0.5234670639038086,0.07551869750022888,0.4048728942871094,0.4048728942871094,0.30745625495910645,0.32693958282470703,0.12207812070846558
cinema_pretrained_ft-full_cls,1.0,1.0,1.0,6.604194641113281e-05,1.0,1.0,0.5846647117286922,0.28627872467041016,0.15158963203430176,0.8318119049072266,0.5412561893463135,1.0,0.010673840530216694,0.043285250663757324,0.5412561893463135,0.8238029479980469,0.08715855330228806,0.557197093963623,0.28104151505976915,0.24778856337070465,0.21003961563110352,0.10775214433670044,0.18924713134765625,8.797645568847656e-05,0.15158963203430176,0.0931396484375,0.5234670639038086,0.06391465663909912,0.38331031799316406,0.45825831964612007,0.34492845088243484,0.32693958282470703,0.10775214433670044
cinema_pretrained_ft-full_gap,0.00012111663818359375,2.09808349609375e-05,6.604194641113281e-05,1.0,0.0002771615982055664,0.00012111663818359375,0.005924612283706665,0.0191572904586792,0.06142834573984146,0.0009105205535888672,0.010673840530216694,0.0009122341871261597,0.480682373046875,0.09625244140625,0.010673840530216694,0.0015137195587158203,0.10775214433670044,0.008130058646202087,0.050102459732443094,0.03569813817739487,0.03569813817739487,0.08715855330228806,0.01181793212890625,1.0,0.052238985896110535,0.07551869750022888,0.008130058646202087,0.0931396484375,0.016124801710247997,0.012540951371192932,0.0191572904586792,0.029449373483657837,0.08715855330228806
cinema_pretrained_logreg_cls,1.0,1.0,1.0,0.0002771615982055664,1.0,1.0,0.6776394844055176,0.4048728942871094,0.21003961563110352,1.0,0.629058837890625,1.0,0.006610751152038574,0.07551869750022888,0.629058837890625,1.0,0.0931396484375,0.7011080384254456,0.32693958282470703,0.32693958282470703,0.26317596435546875,0.09625244140625,0.26317596435546875,0.0005461126565933228,0.1670684814453125,0.076812744140625,0.6776394844055176,0.0783538818359375,0.5412561893463135,0.557197093963623,0.42435622215270996,0.42435622215270996,0.15158963203430176
cinema_pretrained_logreg_gap,1.0,1.0,1.0,0.00012111663818359375,1.0,1.0,0.6900379657745361,0.42435622215270996,0.2295229434967041,1.0,0.6636238098144531,1.0,0.006610751152038574,0.07551869750022888,0.6636238098144531,1.0,0.0783538818359375,0.6776394844055176,0.30745625495910645,0.32693958282470703,0.26317596435546875,0.11531829833984375,0.237884521484375,0.000310748815536499,0.18924713134765625,0.09625244140625,0.6776394844055176,0.10775214433670044,0.5412561893463135,0.557197093963623,0.42435622215270996,0.44206833839416504,0.16863754391670227
dinov3_vit7b16_ft-frozen_cls,0.6636238098144531,0.5234670639038086,0.5846647117286922,0.005924612283706665,0.6776394844055176,0.6900379657745361,1.0,0.79052734375,0.4239501953125,0.79052734375,1.0,0.6636238098144531,0.052238985896110535,0.21003961563110352,1.0,0.8238029479980469,0.237884521484375,1.0,0.5810546875,0.5810546875,0.6476058959960938,0.359283447265625,0.7011080384254456,0.011330984183587134,0.480682373046875,0.38331031799316406,1.0,0.34492845088243484,1.0,1.0,0.8238029479980469,0.8318119049072266,0.4048728942871094
dinov3_vit7b16_ft-frozen_gap,0.4048728942871094,0.30745625495910645,0.28627872467041016,0.0191572904586792,0.4048728942871094,0.42435622215270996,0.79052734375,1.0,0.75390625,0.21875,0.8238029479980469,0.332305908203125,0.10775214433670044,0.38331031799316406,0.8238029479980469,0.480682373046875,0.480682373046875,0.79052734375,1.0,1.0,1.0,0.6476058959960938,1.0,0.012540951371192932,0.803619384765625,0.6476058959960938,0.803619384765625,0.5234670639038086,1.0,1.0,1.0,1.0,0.629058837890625
dinov3_vit7b16_logreg_cls,0.18924713134765625,0.15158963203430176,0.15158963203430176,0.06142834573984146,0.21003961563110352,0.2295229434967041,0.4239501953125,0.75390625,1.0,0.1795654296875,0.454498291015625,0.11846923828124999,0.26493089646101,0.6900379657745361,0.454498291015625,0.210113525390625,0.8145294189453125,0.4239501953125,1.0,1.0,1.0,1.0,1.0,0.042773945257067694,1.0,1.0,0.454498291015625,0.8450189828872681,0.6072387695312499,0.6072387695312499,0.803619384765625,0.79052734375,1.0
dinov3_vit7b16_logreg_gap,1.0,0.8238029479980469,0.8318119049072266,0.0009105205535888672,1.0,1.0,0.79052734375,0.21875,0.1795654296875,1.0,0.8238029479980469,1.0,0.01463329792022705,0.063568115234375,0.8238029479980469,1.0,0.076812744140625,0.7744140625,0.30175781249999994,0.266845703125,0.38331031799316406,0.21003961563110352,0.38331031799316406,0.0014309063553810122,0.26317596435546875,0.21003961563110352,0.8145294189453125,0.15158963203430176,0.6476058959960938,0.6476058959960938,0.480682373046875,0.5034446716308594,0.18924713134765625
dinov3_vitb16_ft-frozen_cls,0.6072387695312499,0.5034446716308594,0.5412561893463135,0.010673840530216694,0.629058837890625,0.6636238098144531,1.0,0.8238029479980469,0.454498291015625,0.8238029479980469,1.0,0.548828125,0.06142834573984146,0.2295229434967041,1.0,0.7265625,0.1795654296875,1.0,0.548828125,0.5810546875,0.629058837890625,0.30175781249999994,0.6636238098144531,0.005222879350185395,0.4239501953125,0.30175781249999994,1.0,0.32693958282470703,1.0,1.0,0.8145294189453125,0.8145294189453125,0.359283447265625
dinov3_vitb16_ft-frozen_gap,1.0,1.0,1.0,0.0009122341871261597,1.0,1.0,0.6636238098144531,0.332305908203125,0.11846923828124999,1.0,0.548828125,1.0,0.006610751152038574,0.052478790283203125,0.548828125,1.0,0.049041748046875,0.548828125,0.210113525390625,0.1795654296875,0.237884521484375,0.076812744140625,0.237884521484375,0.0005461126565933228,0.143463134765625,0.076812744140625,0.6072387695312499,0.12207812070846558,0.454498291015625,0.4239501953125,0.30175781249999994,0.266845703125,0.057373046875
dinov3_vitb16_ft-full_cls,0.004343509674072266,0.004077315330505371,0.010673840530216694,0.480682373046875,0.006610751152038574,0.006610751152038574,0.052238985896110535,0.10775214433670044,0.26493089646101,0.01463329792022705,0.06142834573984146,0.006610751152038574,1.0,0.4239501953125,0.06142834573984146,0.01463329792022705,0.42435622215270996,0.06142834573984146,0.20048842206597334,0.20048842206597334,0.1849333420395851,0.32693958282470703,0.11531829833984375,0.332305908203125,0.24778856337070465,0.32693958282470703,0.06142834573984146,0.4048728942871094,0.11018416518345475,0.06391465663909912,0.0931396484375,0.13604594767093658,0.34492845088243484
dinov3_vitb16_ft-full_gap,0.07551869750022888,0.052238985896110535,0.043285250663757324,0.09625244140625,0.07551869750022888,0.07551869750022888,0.21003961563110352,0.38331031799316406,0.6900379657745361,0.063568115234375,0.2295229434967041,0.052478790283203125,0.4239501953125,1.0,0.2295229434967041,0.0931396484375,1.0,0.2295229434967041,0.5715881884098053,0.557197093963623,0.557197093963623,0.8505540192127228,0.480682373046875,0.063568115234375,0.6776394844055176,0.8505540192127228,0.24778856337070465,1.0,0.36159460805356514,0.34492845088243484,0.45825831964612007,0.44206833839416504,0.8450189828872681
dinov3_vitb16_logreg_cls,0.6072387695312499,0.5034446716308594,0.5412561893463135,0.010673840530216694,0.629058837890625,0.6636238098144531,1.0,0.8238029479980469,0.454498291015625,0.8238029479980469,1.0,0.548828125,0.06142834573984146,0.2295229434967041,1.0,0.7265625,0.1795654296875,1.0,0.548828125,0.5810546875,0.629058837890625,0.30175781249999994,0.6636238098144531,0.005222879350185395,0.4239501953125,0.30175781249999994,1.0,0.32693958282470703,1.0,1.0,0.8145294189453125,0.8145294189453125,0.359283447265625
dinov3_vitb16_logreg_gap,1.0,0.8145294189453125,0.8238029479980469,0.0015137195587158203,1.0,1.0,0.8238029479980469,0.480682373046875,0.210113525390625,1.0,0.7265625,1.0,0.01463329792022705,0.0931396484375,0.7265625,1.0,0.09625244140625,0.79052734375,0.332305908203125,0.30175781249999994,0.359283447265625,0.1670684814453125,0.359283447265625,0.0009122341871261597,0.237884521484375,0.1670684814453125,0.8145294189453125,0.16863754391670227,0.629058837890625,0.6072387695312499,0.454498291015625,0.454498291015625,0.143463134765625
dinov3_vitl16_ft-frozen_cls,0.0783538818359375,0.04138946533203125,0.08715855330228806,0.10775214433670044,0.0931396484375,0.0783538818359375,0.237884521484375,0.480682373046875,0.8145294189453125,0.076812744140625,0.1795654296875,0.049041748046875,0.42435622215270996,1.0,0.1795654296875,0.09625244140625,1.0,0.0703125,0.5078125,0.453125,0.629058837890625,1.0,0.6636238098144531,0.11018416518345475,0.79052734375,1.0,0.26317596435546875,1.0,0.359283447265625,0.359283447265625,0.480682373046875,0.5034446716308594,1.0
dinov3_vitl16_ft-frozen_gap,0.6900379657745361,0.5234670639038086,0.557197093963623,0.008130058646202087,0.7011080384254456,0.6776394844055176,1.0,0.79052734375,0.4239501953125,0.7744140625,1.0,0.548828125,0.06142834573984146,0.2295229434967041,1.0,0.79052734375,0.0703125,1.0,0.5078125,0.25,0.6476058959960938,0.332305908203125,0.6776394844055176,0.005222879350185395,0.480682373046875,0.359283447265625,1.0,0.36159460805356514,1.0,1.0,0.79052734375,0.803619384765625,0.332305908203125
dinov3_vitl16_logreg_cls,0.30745625495910645,0.21003961563110352,0.28104151505976915,0.050102459732443094,0.32693958282470703,0.30745625495910645,0.5810546875,1.0,1.0,0.30175781249999994,0.548828125,0.210113525390625,0.20048842206597334,0.5715881884098053,0.548828125,0.332305908203125,0.5078125,0.5078125,1.0,1.0,1.0,0.803619384765625,1.0,0.040959591511636986,1.0,0.8145294189453125,0.629058837890625,0.720100131817162,0.803619384765625,0.803619384765625,1.0,1.0,0.8145294189453125
dinov3_vitl16_logreg_gap,0.30745625495910645,0.2295229434967041,0.24778856337070465,0.03569813817739487,0.32693958282470703,0.32693958282470703,0.5810546875,1.0,1.0,0.266845703125,0.5810546875,0.1795654296875,0.20048842206597334,0.557197093963623,0.5810546875,0.30175781249999994,0.453125,0.25,1.0,1.0,1.0,0.803619384765625,1.0,0.03508203336969018,1.0,0.8145294189453125,0.629058837890625,0.711071103811264,0.803619384765625,0.803619384765625,1.0,1.0,0.8145294189453125
dinov3_vits16_ft-frozen_cls,0.237884521484375,0.18924713134765625,0.21003961563110352,0.03569813817739487,0.26317596435546875,0.26317596435546875,0.6476058959960938,1.0,1.0,0.38331031799316406,0.629058837890625,0.237884521484375,0.1849333420395851,0.557197093963623,0.629058837890625,0.359283447265625,0.629058837890625,0.6476058959960938,1.0,1.0,1.0,0.7265625,1.0,0.029449373483657837,1.0,0.6875,0.6072387695312499,0.6636238098144531,0.79052734375,0.8238029479980469,1.0,1.0,0.803619384765625
dinov3_vits16_ft-frozen_gap,0.076812744140625,0.063568115234375,0.10775214433670044,0.08715855330228806,0.09625244140625,0.11531829833984375,0.359283447265625,0.6476058959960938,1.0,0.21003961563110352,0.30175781249999994,0.076812744140625,0.32693958282470703,0.8505540192127228,0.30175781249999994,0.1670684814453125,1.0,0.332305908203125,0.803619384765625,0.803619384765625,0.7265625,1.0,0.8318119049072266,0.08014331245794892,1.0,1.0,0.266845703125,1.0,0.3876953125,0.5034446716308594,0.6476058959960938,0.5810546875,1.0
dinov3_vits16_ft-full_cls,0.237884521484375,0.143463134765625,0.18924713134765625,0.01181793212890625,0.26317596435546875,0.237884521484375,0.7011080384254456,1.0,1.0,0.38331031799316406,0.6636238098144531,0.237884521484375,0.11531829833984375,0.480682373046875,0.6636238098144531,0.359283447265625,0.6636238098144531,0.6776394844055176,1.0,1.0,1.0,0.8318119049072266,1.0,0.01463329792022705,1.0,0.8238029479980469,0.629058837890625,0.6476058959960938,0.8318119049072266,0.8388197422027588,1.0,1.0,0.8388197422027588
dinov3_vits16_ft-full_gap,0.0008779102936387062,0.0003249142318964005,8.797645568847656e-05,1.0,0.0005461126565933228,0.000310748815536499,0.011330984183587134,0.012540951371192932,0.042773945257067694,0.0014309063553810122,0.005222879350185395,0.0005461126565933228,0.332305908203125,0.063568115234375,0.005222879350185395,0.0009122341871261597,0.11018416518345475,0.005222879350185395,0.040959591511636986,0.03508203336969018,0.029449373483657837,0.08014331245794892,0.01463329792022705,1.0,0.042773945257067694,0.07075554598122835,0.005222879350185395,0.052478790283203125,0.008130058646202087,0.004077315330505371,0.006610751152038574,0.009355306625366211,0.03468966484069824
